0,-1,830,326,85,66,99,-1,-1,-1
1,-1,830,327,87,69,99,-1,-1,-1
2,-1,829,328,87,67,98,-1,-1,-1
3,-1,829,330,87,68,99,-1,-1,-1
4,-1,829,330,86,66,98,-1,-1,-1
5,-1,834,333,81,65,97,-1,-1,-1
6,-1,834,334,81,68,98,-1,-1,-1
7,-1,831,340,83,71,97,-1,-1,-1
8,-1,829,342,86,71,99,-1,-1,-1
9,-1,832,342,84,70,98,-1,-1,-1
10,-1,836,342,77,72,98,-1,-1,-1
11,-1,834,343,83,69,98,-1,-1,-1
12,-1,837,344,79,69,99,-1,-1,-1
13,-1,837,343,81,69,98,-1,-1,-1
14,-1,837,344,81,69,98,-1,-1,-1
15,-1,839,344,79,69,96,-1,-1,-1
16,-1,838,347,79,68,97,-1,-1,-1
17,-1,838,352,83,62,95,-1,-1,-1
18,-1,838,350,81,69,99,-1,-1,-1
19,-1,841,353,78,70,99,-1,-1,-1
20,-1,838,354,81,66,98,-1,-1,-1
21,-1,840,355,81,69,98,-1,-1,-1
22,-1,836,360,84,72,97,-1,-1,-1
23,-1,839,360,79,72,96,-1,-1,-1
24,-1,838,361,82,73,96,-1,-1,-1
25,-1,838,363,85,70,97,-1,-1,-1
26,-1,838,364,86,69,97,-1,-1,-1
27,-1,835,365,88,68,97,-1,-1,-1
28,-1,839,363,84,71,99,-1,-1,-1
29,-1,838,362,83,72,99,-1,-1,-1
30,-1,835,360,84,73,99,-1,-1,-1
31,-1,826,355,84,72,99,-1,-1,-1
32,-1,821,351,83,75,99,-1,-1,-1
33,-1,814,348,84,73,100,-1,-1,-1
34,-1,812,346,81,72,99,-1,-1,-1
35,-1,805,343,85,74,99,-1,-1,-1
36,-1,805,342,85,75,99,-1,-1,-1
37,-1,804,341,85,75,99,-1,-1,-1
38,-1,805,342,85,73,99,-1,-1,-1
39,-1,804,338,86,77,98,-1,-1,-1
40,-1,811,337,81,75,96,-1,-1,-1
41,-1,812,329,79,80,99,-1,-1,-1
42,-1,813,326,79,81,99,-1,-1,-1
43,-1,813,324,81,76,99,-1,-1,-1
44,-1,813,322,79,76,100,-1,-1,-1
45,-1,815,321,80,76,99,-1,-1,-1
46,-1,817,320,78,77,99,-1,-1,-1
47,-1,818,318,78,77,100,-1,-1,-1
48,-1,819,317,80,77,99,-1,-1,-1
49,-1,824,314,76,81,98,-1,-1,-1
50,-1,825,315,78,78,99,-1,-1,-1
51,-1,827,315,76,79,98,-1,-1,-1
52,-1,828,310,79,79,99,-1,-1,-1
53,-1,832,311,79,78,99,-1,-1,-1
54,-1,833,310,79,78,99,-1,-1,-1
55,-1,835,311,79,77,98,-1,-1,-1
56,-1,838,311,78,76,98,-1,-1,-1
57,-1,840,316,80,77,99,-1,-1,-1
58,-1,843,317,79,75,99,-1,-1,-1
59,-1,843,316,80,80,99,-1,-1,-1
60,-1,850,319,77,77,99,-1,-1,-1
61,-1,848,320,80,75,99,-1,-1,-1
62,-1,849,321,78,74,99,-1,-1,-1
63,-1,850,323,76,74,99,-1,-1,-1
64,-1,850,326,82,75,99,-1,-1,-1
65,-1,853,328,78,75,100,-1,-1,-1
66,-1,852,329,81,78,99,-1,-1,-1
67,-1,855,329,81,73,99,-1,-1,-1
68,-1,859,328,80,76,99,-1,-1,-1
69,-1,861,326,80,76,99,-1,-1,-1
70,-1,864,326,82,76,99,-1,-1,-1
71,-1,865,325,83,78,99,-1,-1,-1
72,-1,868,325,82,78,99,-1,-1,-1
73,-1,870,327,85,75,99,-1,-1,-1
74,-1,874,326,81,77,99,-1,-1,-1
75,-1,879,325,81,77,99,-1,-1,-1
76,-1,886,324,78,79,99,-1,-1,-1
77,-1,888,324,80,79,99,-1,-1,-1
78,-1,892,325,77,77,99,-1,-1,-1
79,-1,896,324,80,77,99,-1,-1,-1
80,-1,898,324,82,77,99,-1,-1,-1
81,-1,903,323,81,77,99,-1,-1,-1
82,-1,908,323,81,76,99,-1,-1,-1
83,-1,913,322,79,75,99,-1,-1,-1
84,-1,915,320,82,79,99,-1,-1,-1
85,-1,925,321,76,77,99,-1,-1,-1
86,-1,925,321,83,76,99,-1,-1,-1
87,-1,932,320,84,78,99,-1,-1,-1
88,-1,941,316,81,80,99,-1,-1,-1
89,-1,941,319,87,73,99,-1,-1,-1
90,-1,952,318,84,74,97,-1,-1,-1
91,-1,959,315,83,79,98,-1,-1,-1
92,-1,963,312,79,77,99,-1,-1,-1
93,-1,964,312,81,77,99,-1,-1,-1
94,-1,968,312,79,78,99,-1,-1,-1
95,-1,968,313,81,75,99,-1,-1,-1
96,-1,971,315,79,78,99,-1,-1,-1
97,-1,971,316,80,78,99,-1,-1,-1
98,-1,972,317,80,78,99,-1,-1,-1
99,-1,974,318,80,78,99,-1,-1,-1
100,-1,975,320,80,76,99,-1,-1,-1
101,-1,977,318,79,77,99,-1,-1,-1
102,-1,978,319,82,77,99,-1,-1,-1
103,-1,979,320,83,76,99,-1,-1,-1
104,-1,981,319,82,77,98,-1,-1,-1
105,-1,985,319,79,73,98,-1,-1,-1
106,-1,983,318,82,75,98,-1,-1,-1
107,-1,985,319,83,71,98,-1,-1,-1
108,-1,985,310,80,73,99,-1,-1,-1
109,-1,975,298,82,77,99,-1,-1,-1
110,-1,964,289,81,80,99,-1,-1,-1
111,-1,953,285,80,77,99,-1,-1,-1
112,-1,941,281,83,76,99,-1,-1,-1
113,-1,936,277,85,78,99,-1,-1,-1
114,-1,932,274,86,79,99,-1,-1,-1
115,-1,933,273,82,79,99,-1,-1,-1
116,-1,928,269,84,76,99,-1,-1,-1
117,-1,927,267,82,78,99,-1,-1,-1
118,-1,926,264,83,74,99,-1,-1,-1
119,-1,922,257,82,76,100,-1,-1,-1
120,-1,921,252,85,81,99,-1,-1,-1
121,-1,922,247,82,79,99,-1,-1,-1
122,-1,923,244,82,83,100,-1,-1,-1
123,-1,921,245,88,76,99,-1,-1,-1
124,-1,924,244,89,77,100,-1,-1,-1
125,-1,926,244,88,73,98,-1,-1,-1
126,-1,928,242,87,77,99,-1,-1,-1
127,-1,932,242,84,77,99,-1,-1,-1
128,-1,935,241,83,81,99,-1,-1,-1
129,-1,934,243,86,76,99,-1,-1,-1
130,-1,940,241,83,80,99,-1,-1,-1
131,-1,940,242,85,79,99,-1,-1,-1
132,-1,942,244,85,76,99,-1,-1,-1
133,-1,943,244,87,76,99,-1,-1,-1
134,-1,946,245,84,81,99,-1,-1,-1
135,-1,948,248,82,76,99,-1,-1,-1
136,-1,943,254,86,75,98,-1,-1,-1
137,-1,942,254,84,81,99,-1,-1,-1
138,-1,943,262,84,77,99,-1,-1,-1
139,-1,942,267,85,77,99,-1,-1,-1
140,-1,943,271,87,72,96,-1,-1,-1
141,-1,944,273,87,81,98,-1,-1,-1
142,-1,944,277,87,79,99,-1,-1,-1
143,-1,945,280,86,80,99,-1,-1,-1
144,-1,943,282,86,77,99,-1,-1,-1
145,-1,939,283,86,77,95,-1,-1,-1
146,-1,935,285,84,78,99,-1,-1,-1
147,-1,928,285,85,78,99,-1,-1,-1
148,-1,926,282,80,82,99,-1,-1,-1
149,-1,915,283,84,79,99,-1,-1,-1
150,-1,913,284,85,75,98,-1,-1,-1
151,-1,910,282,91,76,92,-1,-1,-1
