0	921.0	495.0	54	54
0	922.0	493.5	54	55
0	925.0	494.5	54	55
0	926.0	494.5	54	55
0	928.0	493.5	54	55
0	929.0	493.5	54	55
0	931.0	493.5	54	55
0	931.0	493.5	54	55
0	932.0	494.5	54	55
0	931.5	494.5	55	55
0	931.0	495.5	54	55
0	931.0	494.5	54	55
0	930.0	495.5	54	55
0	930.0	496.5	54	55
0	929.5	496.0	55	54
0	928.5	497.0	55	54
0	927.5	497.5	55	55
0	925.5	497.5	55	55
0	924.5	497.5	55	55
0	922.0	498.5	54	55
0	920.5	499.5	55	55
0	920.5	499.5	55	55
0	917.0	501.5	54	55
0	916.5	501.5	55	55
0	915.0	502.5	54	55
0	913.5	502.5	55	55
0	911.0	502.5	54	55
0	910.5	503.0	55	54
0	908.5	502.5	55	55
0	906.5	503.5	55	55
0	906.0	503.0	54	54
0	904.0	502.5	54	55
0	902.5	502.5	55	55
0	901.0	503.0	54	54
0	899.5	502.5	55	55
0	897.5	502.5	55	55
0	896.0	502.0	54	54
0	894.0	501.5	54	55
0	893.5	500.5	55	55
0	890.0	501.5	54	55
0	888.5	499.5	55	55
0	886.5	500.5	55	55
0	884.5	499.5	55	55
0	883.0	499.0	54	54
0	880.5	498.5	55	55
0	878.5	499.5	55	55
0	876.5	498.5	55	55
0	873.5	499.5	55	55
0	871.5	498.5	55	55
0	869.5	499.5	55	55
0	867.5	499.0	55	54
0	866.5	498.5	55	55
0	864.0	497.5	54	55
0	864.0	496.0	54	54
0	863.0	495.5	54	55
0	863.0	494.5	54	55
0	864.0	493.5	54	55
0	863.0	491.5	54	55
0	863.0	490.5	54	55
0	863.0	489.5	54	55
0	863.0	488.0	54	54
0	863.0	486.5	54	55
0	863.0	485.5	54	55
0	863.0	484.5	54	55
0	863.0	484.5	54	55
0	863.0	482.5	54	55
0	862.0	482.0	54	54
0	862.0	481.5	54	55
0	863.0	480.0	54	54
0	862.0	480.0	54	54
0	861.0	480.5	54	55
0	861.0	480.5	54	55
0	859.5	480.0	55	54
0	858.0	480.5	54	55
0	858.0	480.5	54	55
0	857.5	480.5	55	55
0	856.0	480.0	54	54
0	856.0	482.0	54	54
0	856.0	482.0	54	54
0	855.0	483.0	54	54
0	855.0	484.0	54	54
0	857.0	484.0	54	54
0	857.0	485.0	54	54
0	858.5	487.0	53	54
0	859.5	489.5	53	55
0	859.0	490.0	54	54
0	860.5	492.0	53	54
0	862.0	493.0	54	54
0	863.0	494.0	54	54
0	863.5	495.0	53	54
0	865.0	497.0	54	54
0	866.0	497.0	54	54
0	867.0	497.0	54	54
0	868.5	496.0	53	54
0	869.0	495.5	54	55
0	871.0	495.5	54	55
0	872.0	494.5	54	55
0	873.0	494.5	54	55
0	873.5	492.0	53	54
0	874.5	492.0	53	54
0	875.0	491.5	54	55
0	876.0	490.5	54	55
0	876.0	489.5	54	55
0	874.0	488.0	54	54
0	873.0	486.5	54	55
0	872.0	485.0	54	54
0	871.5	484.5	53	55
0	869.0	483.5	54	55
0	868.0	483.0	54	54
0	868.0	482.0	54	54
0	866.5	481.5	53	55
0	866.0	479.0	54	54
0	864.0	477.5	54	55
0	863.5	476.5	53	55
0	863.0	475.0	54	54
0	862.0	474.5	54	55
0	861.0	473.0	54	54
0	860.0	472.0	54	54
0	859.0	471.5	54	55
0	858.5	469.5	53	55
0	858.5	468.0	53	54
0	858.0	467.0	54	54
0	857.0	466.0	54	54
0	857.0	464.0	54	54
0	857.0	463.0	54	54
0	856.0	462.0	54	54
0	856.0	460.5	54	55
0	855.0	459.5	54	55
0	855.0	458.0	54	54
0	854.0	457.0	54	54
0	854.0	456.5	54	55
0	854.0	455.0	54	54
0	853.0	453.5	54	55
0	852.0	452.5	54	55
0	851.0	452.0	54	54
0	850.0	451.0	54	54
0	849.0	450.0	54	54
0	848.0	449.0	54	54
0	847.0	449.0	54	54
0	846.0	447.0	54	54
0	846.0	447.5	54	55
0	844.0	447.0	54	54
0	843.0	446.0	54	54
0	842.0	446.5	54	55
0	842.0	445.5	54	55
0	842.0	446.0	54	54
0	841.0	445.5	54	55
0	841.0	446.0	54	54
0	841.0	446.0	54	54
0	840.0	446.0	54	54
0	839.0	446.0	54	54
0	838.5	447.0	53	54
0	838.0	447.0	54	54
0	835.5	447.0	53	54
0	835.0	447.0	54	54
0	833.0	448.0	54	54
0	830.5	448.0	53	54
0	828.5	450.0	53	54
0	826.5	451.5	53	55
0	823.5	452.0	53	54
0	821.0	453.0	54	54
0	818.0	454.0	54	54
0	815.0	455.0	54	54
0	812.0	455.0	54	54
0	809.0	456.5	54	55
0	805.0	455.5	54	55
0	800.0	455.5	54	55
0	794.0	457.5	54	55
0	790.0	455.5	54	55
0	787.0	456.5	54	55
0	784.0	456.5	54	55
0	780.5	456.5	55	55
0	777.0	456.5	54	55
0	775.5	456.5	55	55
0	772.5	456.5	55	55
0	771.5	456.5	55	55
0	770.5	456.5	55	55
0	770.5	455.5	55	55
0	768.5	456.5	55	55
0	769.5	456.5	55	55
0	769.0	455.5	54	55
0	770.5	456.5	55	55
0	771.0	455.5	54	55
0	771.0	456.5	54	55
0	773.5	456.5	55	55
0	774.0	456.5	54	55
0	776.5	457.5	55	55
0	777.0	457.5	54	55
0	778.0	457.5	54	55
0	780.5	458.5	55	55
0	781.0	459.5	54	55
0	783.0	460.0	54	54
0	784.0	461.5	54	55
0	786.0	463.5	54	55
0	787.0	465.5	54	55
0	788.0	467.5	54	55
0	790.0	468.5	54	55
0	790.5	472.0	53	56
0	792.0	475.0	54	56
0	792.0	478.0	54	56
0	792.0	480.0	54	56
0	792.5	481.5	55	55
0	790.0	486.0	54	56
0	791.5	488.0	55	56
0	788.0	491.0	54	56
0	786.5	494.0	55	56
0	785.0	497.0	54	56
0	782.0	499.0	54	56
0	779.0	501.0	54	56
0	776.5	502.5	55	55
0	774.5	504.5	55	55
0	770.0	506.5	54	55
0	767.5	506.5	55	55
